,image_id,generator,predict_score,map_diff_score_base_0,map_diff_score_base_1,map_diff_score_base_2,map_diff_score_base_3,map_diff_score_base_4
0,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-72.jpg,stabilityai,[[0.3138105  0.68618953]],0.12234049197286367,0.13391046598553658,0.09341219812631607,0.21195755805820227,0.07659217808395624
1,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-148.jpg,stabilityai,[[0.21007308 0.7899269 ]],0.17475735116750002,0.1194013673812151,0.14244193769991398,0.16086891386657953,0.10083893034607172
2,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-36.jpg,stabilityai,[[0.17772858 0.82227147]],0.19336809031665325,0.10627640318125486,0.158322817645967,0.14259450882673264,0.10348787158727646
3,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-12.jpg,stabilityai,[[0.1639345 0.8360656]],0.24617524538189173,0.08875581622123718,0.20994178764522076,0.09205696452409029,0.1436652047559619
4,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-140.jpg,stabilityai,[[0.22961983 0.77038014]],0.1629348462447524,0.11173679865896702,0.13381214998662472,0.17482956405729055,0.13139440026134253
5,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-0.jpg,stabilityai,[[0.11190566 0.8880943 ]],0.2789039444178343,0.09623699355870485,0.24259706865996122,0.0731508694589138,0.1748146153986454
6,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-26.jpg,stabilityai,[[0.15334673 0.8466533 ]],0.27013488207012415,0.09505979530513287,0.2338280063122511,0.06658108253031969,0.1551056383177638
7,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-19.jpg,stabilityai,[[0.16968367 0.83031625]],0.14088832773268223,0.12797199096530676,0.1104625491425395,0.1940659862011671,0.09451048076152802
8,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-18.jpg,stabilityai,[[0.26861453 0.7313854 ]],0.14265062008053064,0.16704808920621872,0.12248595431447029,0.19662846904248,0.06378612015396357
9,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-161.jpg,stabilityai,[[0.23696455 0.7630354 ]],0.17306190729141235,0.15854786057025194,0.14959410298615694,0.1636870875954628,0.1017490103840828
10,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-130.jpg,stabilityai,[[0.12480651 0.8751935 ]],0.20764567703008652,0.08089909609407187,0.17133880127221346,0.12742452882230282,0.11290746368467808
11,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-157.jpg,stabilityai,[[0.24791832 0.75208175]],0.20012782327830791,0.13830522168427706,0.17145177442580462,0.14760707318782806,0.10456791333854198
12,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-71.jpg,stabilityai,[[0.13685754 0.8631425 ]],0.19530485849827528,0.09910425916314125,0.15899798274040222,0.13991705235093832,0.09085470531135798
13,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-13.jpg,stabilityai,[[0.2963157  0.70368433]],0.16615248192101717,0.11614399962127209,0.13519117049872875,0.17148602847009897,0.10648435819894075
